"Cluster","Gene"
"HSA-MIR-1266-5P","TERT"
"HSA-MIR-127-3P","SFRP1"
"HSA-MIR-127-3P","PRDM1"
"HSA-MIR-128-1-5P","SNAI1"
"HSA-MIR-128-3P","IGF1"
"HSA-MIR-128-3P","SNAI1"
"HSA-MIR-128-3P","NTRK3"
"HSA-MIR-128-3P","KLF4"
"HSA-MIR-129-1-3P","AURKA"
"HSA-MIR-129-5P","IGF1"
"HSA-MIR-129-5P","WNT4"
"HSA-MIR-1296-5P","MCM2"
"HSA-MIR-130A-3P","TGFBR2"
"HSA-MIR-130A-3P","KLF4"
"HSA-MIR-130B-3P","CCNA2"
"HSA-MIR-130B-3P","IGF1"
"HSA-MIR-130B-3P","ZEB1"
"HSA-MIR-132-3P","CCNA2"
"HSA-MIR-132-3P","HBEGF"
"HSA-MIR-132-3P","CCNB1"
"HSA-MIR-133A-3P","IGF1"
"HSA-MIR-133A-3P","FOXL2"
"HSA-MIR-133A-3P","CTGF"
"HSA-MIR-133A-3P","PDLIM5"
"HSA-MIR-133A-3P","ZEB1"
"HSA-MIR-133A-3P","CACNA1C"
"HSA-MIR-133B","FOXL2"
"HSA-MIR-133B","CTGF"
"HSA-MIR-133B","GLI1"
"HSA-MIR-133B","ERG"
"HSA-MIR-134-5P","STAT5B"
"HSA-MIR-135A-5P","TXNIP"
"HSA-MIR-135A-5P","KLF4"
"HSA-MIR-135B-5P","MEF2C"
"HSA-MIR-135B-5P","KLF4"
"HSA-MIR-135B-5P","RECK"
"HSA-MIR-137","DCLK1"
"HSA-MIR-137","SLC6A3"
"HSA-MIR-137","CXCL12"
"HSA-MIR-137","TBX3"
"HSA-MIR-137","KLF4"
"HSA-MIR-137","MITF"
"HSA-MIR-138-5P","CASP3"
"HSA-MIR-138-5P","FERMT2"
"HSA-MIR-138-5P","TERT"
"HSA-MIR-138-5P","TWIST2"
"HSA-MIR-139-5P","FOS"
"HSA-MIR-139-5P","JUN"
"HSA-MIR-140-5P","STAT1"
"HSA-MIR-141-3P","TFDP2"
"HSA-MIR-141-3P","ZFPM2"
"HSA-MIR-141-3P","ZEB1"
"HSA-MIR-141-3P","RASSF2"
"HSA-MIR-142-3P","EGR2"
"HSA-MIR-142-3P","ABCG2"
"HSA-MIR-142-5P","TGFBR2"
"HSA-MIR-142-5P","ZEB1"
"HSA-MIR-143-3P","COL3A1"
"HSA-MIR-143-3P","CTGF"
"HSA-MIR-143-3P","SERPINE1"
"HSA-MIR-144-3P","ZEB1"
"HSA-MIR-144-5P","CCNE1"
"HSA-MIR-145-5P","FLI1"
"HSA-MIR-145-5P","TGFBR2"
"HSA-MIR-145-5P","EPAS1"
"HSA-MIR-145-5P","BNIP3"
"HSA-MIR-145-5P","CTGF"
"HSA-MIR-145-5P","COL5A1"
"HSA-MIR-145-5P","SERPINE1"
"HSA-MIR-145-5P","ERG"
"HSA-MIR-145-5P","MCM2"
"HSA-MIR-145-5P","KLF4"
"HSA-MIR-145-5P","ADAM17"
"HSA-MIR-145-5P","MYOCD"
"HSA-MIR-145-5P","STAT1"
"HSA-MIR-145-5P","ILK"
"HSA-MIR-146A-5P","CCNA2"
"HSA-MIR-146A-5P","DUSP1"
"HSA-MIR-146A-5P","CXCL12"
"HSA-MIR-146A-5P","STAT1"
"HSA-MIR-146B-3P","NPAS4"
"HSA-MIR-146B-3P","PER1"
"HSA-MIR-1470","JUN"
"HSA-MIR-147A","SLC22A3"
"HSA-MIR-148A-3P","DNMT3B"
"HSA-MIR-148A-3P","SERPINE1"
"HSA-MIR-148A-3P","S1PR1"
"HSA-MIR-148A-5P","GAS1"
"HSA-MIR-149-3P","MYBL2"
"HSA-MIR-150-5P","EGR2"
"HSA-MIR-150-5P","ZEB1"
"HSA-MIR-150-5P","STAT5B"
"HSA-MIR-150-5P","STAT1"
"HSA-MIR-151A-3P","NTRK3"
"HSA-MIR-151A-3P","CCNE1"
"HSA-MIR-152-3P","FGF2"
"HSA-MIR-152-3P","KLF4"
"HSA-MIR-152-3P","ADAM17"
"HSA-MIR-152-5P","FGF2"
"HSA-MIR-153-3P","SNAI1"
"HSA-MIR-153-3P","SNCA"
"HSA-MIR-155-5P","SAP30L"
"HSA-MIR-155-5P","CYR61"
"HSA-MIR-155-5P","CASP3"
"HSA-MIR-155-5P","FLI1"
"HSA-MIR-155-5P","TSHZ3"
"HSA-MIR-155-5P","NARS"
"HSA-MIR-155-5P","FOS"
"HSA-MIR-155-5P","PDLIM5"
"HSA-MIR-155-5P","FGF7"
"HSA-MIR-155-5P","SELE"
"HSA-MIR-155-5P","MYLK"
"HSA-MIR-155-5P","STAT1"
"HSA-MIR-155-5P","JUN"
"HSA-MIR-155-5P","MITF"
"HSA-MIR-15A-5P","AKT3"
"HSA-MIR-15A-5P","FGF7"
"HSA-MIR-15A-5P","KLF4"
"HSA-MIR-15A-5P","CCNE1"
"HSA-MIR-15A-5P","RECK"
"HSA-MIR-15B-3P","RECK"
"HSA-MIR-15B-5P","HNF1A"
"HSA-MIR-15B-5P","KDR"
"HSA-MIR-15B-5P","AKT3"
"HSA-MIR-15B-5P","SOCS3"
"HSA-MIR-15B-5P","CCNE1"
"HSA-MIR-15B-5P","RECK"
"HSA-MIR-16-1-3P","CCNE1"
"HSA-MIR-16-5P","KDR"
"HSA-MIR-16-5P","FGF2"
"HSA-MIR-16-5P","AKT3"
"HSA-MIR-16-5P","HGF"
"HSA-MIR-16-5P","SOCS3"
"HSA-MIR-16-5P","WNT4"
"HSA-MIR-16-5P","CCNE1"
"HSA-MIR-16-5P","RECK"
"HSA-MIR-17-3P","KDR"
"HSA-MIR-17-3P","TIMP3"
"HSA-MIR-17-3P","SELE"
"HSA-MIR-17-5P","TCEAL1"
"HSA-MIR-17-5P","TIMP3"
"HSA-MIR-17-5P","TGFBR2"
"HSA-MIR-17-5P","EPAS1"
"HSA-MIR-17-5P","EGR2"
"HSA-MIR-17-5P","IGFBP3"
"HSA-MIR-17-5P","SELE"
"HSA-MIR-17-5P","RAD21"
"HSA-MIR-17-5P","PKD2"
"HSA-MIR-17-5P","HSPB2"
"HSA-MIR-181A-5P","RGS5"
"HSA-MIR-181A-5P","FOS"
"HSA-MIR-181A-5P","GATA6"
"HSA-MIR-181A-5P","TERT"
"HSA-MIR-181A-5P","ABCG2"
"HSA-MIR-181A-5P","EGR1"
"HSA-MIR-181B-5P","TIMP3"
"HSA-MIR-181B-5P","FOS"
"HSA-MIR-181B-5P","GATA6"
"HSA-MIR-181B-5P","CBX7"
"HSA-MIR-181C-5P","TGFBR2"
"HSA-MIR-181C-5P","TRIM2"
"HSA-MIR-181C-5P","GATA6"
"HSA-MIR-182-3P","STAT5B"
"HSA-MIR-182-3P","MYADM"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-182-5P","PCDH8"
"HSA-MIR-182-5P","THBS1"
"HSA-MIR-182-5P","MITF"
"HSA-MIR-182-5P","RECK"
"HSA-MIR-183-5P","NFIL3"
"HSA-MIR-183-5P","ZEB1"
"HSA-MIR-183-5P","EGR1"
"HSA-MIR-183-5P","RECK"
"HSA-MIR-184","SOX7"
"HSA-MIR-184","GAS1"
"HSA-MIR-184","ZFPM2"
"HSA-MIR-184","PRKCB"
"HSA-MIR-185-5P","MCM10"
"HSA-MIR-185-5P","EPAS1"
"HSA-MIR-185-5P","ARC"
"HSA-MIR-185-5P","NTRK3"
"HSA-MIR-185-5P","SLC8A1"
"HSA-MIR-185-5P","SIX1"
"HSA-MIR-186-5P","FGF2"
"HSA-MIR-187-5P","CYP1B1"
"HSA-MIR-18A-3P","CBX7"
"HSA-MIR-18A-5P","TGFBR2"
"HSA-MIR-18A-5P","CTGF"
"HSA-MIR-18B-5P","IGF1"
"HSA-MIR-18B-5P","CTGF"
"HSA-MIR-190A-5P","IGF1"
"HSA-MIR-190A-5P","FOXP2"
"HSA-MIR-190B","IGF1"
"HSA-MIR-191-5P","EGR1"
"HSA-MIR-192-5P","MCM10"
"HSA-MIR-192-5P","CAV1"
"HSA-MIR-192-5P","SERPINE1"
"HSA-MIR-193A-5P","WT1"
"HSA-MIR-193A-5P","TFAP2A"
"HSA-MIR-194-5P","SOCS2"
"HSA-MIR-194-5P","HBEGF"
"HSA-MIR-195-3P","FGF2"
"HSA-MIR-195-5P","KDR"
"HSA-MIR-195-5P","FGF2"
"HSA-MIR-195-5P","CCNE1"
"HSA-MIR-196A-3P","FGF2"
"HSA-MIR-196A-5P","TGFBR2"
"HSA-MIR-196A-5P","HOXB8"
"HSA-MIR-196A-5P","MAMDC2"
"HSA-MIR-196B-5P","TGFBR2"
"HSA-MIR-196B-5P","HOXB8"
"HSA-MIR-196B-5P","FOS"
"HSA-MIR-196B-5P","GATA6"
"HSA-MIR-197-5P","IGFBP5"
"HSA-MIR-198","PBX1"
"HSA-MIR-198","NNAT"
"HSA-MIR-198","NTRK3"
"HSA-MIR-199A-3P","KDR"
"HSA-MIR-199A-3P","FLT1"
"HSA-MIR-199A-3P","IGF1"
"HSA-MIR-199A-3P","HGF"
"HSA-MIR-199A-5P","FZD4"
"HSA-MIR-199A-5P","CAV1"
"HSA-MIR-199A-5P","SNAI1"
"HSA-MIR-199A-5P","WNT2"
"HSA-MIR-199A-5P","JUNB"
"HSA-MIR-19A-3P","RHOB"
"HSA-MIR-19A-3P","TGFBR2"
"HSA-MIR-19A-3P","SOCS3"
"HSA-MIR-19B-1-5P","KDR"
"HSA-MIR-19B-3P","TGFBR2"
"HSA-MIR-200A-3P","MNX1"
"HSA-MIR-200A-3P","SRF"
"HSA-MIR-200A-3P","ZFPM2"
"HSA-MIR-200A-3P","ZEB1"
"HSA-MIR-200A-3P","HGF"
"HSA-MIR-200A-3P","RASSF2"
"HSA-MIR-200B-3P","KDR"
"HSA-MIR-200B-3P","RAB23"
"HSA-MIR-200B-3P","DNMT3B"
"HSA-MIR-200B-3P","FLT1"
"HSA-MIR-200B-3P","FERMT2"
"HSA-MIR-200B-3P","ZFPM2"
"HSA-MIR-200B-3P","ZEB1"
"HSA-MIR-200B-3P","RASSF2"
"HSA-MIR-200B-3P","JUN"
"HSA-MIR-200C-3P","NCAM1"
"HSA-MIR-200C-3P","KDR"
"HSA-MIR-200C-3P","DNMT3B"
"HSA-MIR-200C-3P","DUSP1"
"HSA-MIR-200C-3P","FLT1"
"HSA-MIR-200C-3P","EDNRA"
"HSA-MIR-200C-3P","JAZF1"
"HSA-MIR-200C-3P","FBLN5"
"HSA-MIR-200C-3P","CFL2"
"HSA-MIR-200C-3P","ZFPM2"
"HSA-MIR-200C-3P","CDH11"
"HSA-MIR-200C-3P","LEPR"
"HSA-MIR-200C-3P","ZEB1"
"HSA-MIR-200C-3P","MYLK"
"HSA-MIR-200C-3P","RASSF2"
"HSA-MIR-200C-5P","CYP1B1"
"HSA-MIR-202-3P","GLI1"
"HSA-MIR-202-5P","TGFBR2"
"HSA-MIR-203A-3P","EDNRA"
"HSA-MIR-203A-3P","CAV1"
"HSA-MIR-203A-3P","FGF2"
"HSA-MIR-203A-3P","SNAI1"
"HSA-MIR-203A-3P","SOCS3"
"HSA-MIR-203A-3P","STAT1"
"HSA-MIR-203A-3P","JUN"
"HSA-MIR-203A-3P","LIFR"
"HSA-MIR-203A-5P","SFRP4"
"HSA-MIR-204-3P","RGS5"
"HSA-MIR-204-3P","PPM1K"
"HSA-MIR-204-5P","TGFBR2"
"HSA-MIR-204-5P","ITPR1"
"HSA-MIR-204-5P","TXNIP"
"HSA-MIR-204-5P","SNAI1"
"HSA-MIR-204-5P","SIX1"
"HSA-MIR-205-3P","FGF2"
"HSA-MIR-205-5P","CYR61"
"HSA-MIR-205-5P","CTGF"
"HSA-MIR-205-5P","ZEB1"
"HSA-MIR-206","SFRP1"
"HSA-MIR-206","TBX3"
"HSA-MIR-208A-3P","CACNB2"
"HSA-MIR-208A-3P","CACNA1C"
"HSA-MIR-208B-3P","CACNB2"
"HSA-MIR-208B-3P","CACNA1C"
"HSA-MIR-20A-3P","EGR2"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","TCEAL1"
"HSA-MIR-20A-5P","RGS5"
"HSA-MIR-20A-5P","TGFBR2"
"HSA-MIR-20A-5P","EPAS1"
"HSA-MIR-20A-5P","PRKG1"
"HSA-MIR-20A-5P","EGR2"
"HSA-MIR-20B-5P","AKT3"
"HSA-MIR-21-5P","TIMP3"
"HSA-MIR-21-5P","MEF2C"
"HSA-MIR-21-5P","RHOB"
"HSA-MIR-21-5P","TGFBR2"
"HSA-MIR-21-5P","TGFBR3"
"HSA-MIR-21-5P","TPM1"
"HSA-MIR-21-5P","RECK"
"HSA-MIR-210-3P","NCAM1"
"HSA-MIR-210-3P","BNIP3"
"HSA-MIR-210-3P","SH3BGRL"
"HSA-MIR-210-3P","FOXN3"
"HSA-MIR-210-3P","IGFBP3"
"HSA-MIR-211-3P","RGS5"
"HSA-MIR-211-3P","PPM1K"
"HSA-MIR-211-5P","IGFBP5"
"HSA-MIR-211-5P","TGFBR2"
"HSA-MIR-211-5P","ITPR1"
"HSA-MIR-211-5P","TXNIP"
"HSA-MIR-211-5P","SNAI1"
"HSA-MIR-211-5P","KCNMA1"
"HSA-MIR-211-5P","NUAK1"
"HSA-MIR-212-3P","CCNA2"
"HSA-MIR-212-3P","CCNB1"
"HSA-MIR-212-3P","ABCG2"
"HSA-MIR-214-3P","MEF2C"
"HSA-MIR-216B-5P","JUN"
"HSA-MIR-218-5P","MBNL2"
"HSA-MIR-218-5P","MITF"
"HSA-MIR-219A-5P","CAMK2G"
"HSA-MIR-22-3P","CCNA2"
"HSA-MIR-22-3P","CYR61"
"HSA-MIR-22-3P","TCEAL1"
"HSA-MIR-22-3P","TACC1"
"HSA-MIR-22-3P","SNAI1"
"HSA-MIR-22-3P","RGS2"
"HSA-MIR-22-3P","PPM1K"
"HSA-MIR-221-3P","TCEAL1"
"HSA-MIR-221-3P","TIMP3"
"HSA-MIR-221-3P","BNIP3"
"HSA-MIR-221-3P","CXCL12"
"HSA-MIR-221-3P","FOS"
"HSA-MIR-221-3P","SELE"
"HSA-MIR-221-3P","SOCS3"
"HSA-MIR-221-3P","RECK"
"HSA-MIR-222-3P","TCEAL1"
"HSA-MIR-222-3P","TIMP3"
"HSA-MIR-222-3P","FOS"
"HSA-MIR-222-3P","PRDM1"
"HSA-MIR-222-3P","SELE"
"HSA-MIR-222-3P","ABCG2"
"HSA-MIR-222-3P","RECK"
"HSA-MIR-223-3P","MEF2C"
"HSA-MIR-223-3P","RHOB"
"HSA-MIR-223-3P","SLC2A4"
"HSA-MIR-223-3P","ZEB1"
"HSA-MIR-223-3P","PRDM1"
"HSA-MIR-223-3P","STAT1"
"HSA-MIR-224-5P","TCEAL1"
"HSA-MIR-224-5P","CASP3"
"HSA-MIR-224-5P","FOSB"
"HSA-MIR-224-5P","EDNRA"
"HSA-MIR-224-5P","RASSF8"
"HSA-MIR-23A-3P","RGS5"
"HSA-MIR-23A-3P","MEF2C"
"HSA-MIR-23A-3P","CXCL12"
"HSA-MIR-23B-3P","RGS5"
"HSA-MIR-23B-3P","ZEB1"
"HSA-MIR-23B-5P","TGFBR2"
"HSA-MIR-24-3P","CCNA2"
"HSA-MIR-24-3P","JPH2"
"HSA-MIR-24-3P","CDKN2A"
"HSA-MIR-24-3P","WNT4"
"HSA-MIR-25-3P","TCEAL1"
"HSA-MIR-25-3P","HAND2"
"HSA-MIR-25-3P","KLF4"
"HSA-MIR-25-3P","RECK"
"HSA-MIR-25-5P","CCNE1"
"HSA-MIR-26A-1-3P","CASP3"
"HSA-MIR-26A-5P","DNMT3B"
"HSA-MIR-26A-5P","IGF1"
"HSA-MIR-26A-5P","CTGF"
"HSA-MIR-26A-5P","HGF"
"HSA-MIR-26A-5P","ADAM17"
"HSA-MIR-26A-5P","CCNE1"
"HSA-MIR-26B-5P","IGF1"
"HSA-MIR-26B-5P","CTGF"
"HSA-MIR-26B-5P","KPNA2"
"HSA-MIR-26B-5P","HGF"
"HSA-MIR-26B-5P","USP9X"
"HSA-MIR-26B-5P","CCNE1"
"HSA-MIR-27A-3P","SFRP1"
"HSA-MIR-27A-3P","DPYD"
"HSA-MIR-27A-3P","IGF1"
"HSA-MIR-27A-3P","MRC1"
"HSA-MIR-27A-5P","SFRP1"
"HSA-MIR-27B-3P","CCNA2"
"HSA-MIR-27B-3P","DPYD"
"HSA-MIR-27B-3P","EDNRA"
"HSA-MIR-27B-3P","CDH11"
"HSA-MIR-27B-3P","CYP1B1"
"HSA-MIR-27B-3P","THBS1"
"HSA-MIR-28-3P","STAT5B"
"HSA-MIR-28-5P","IGF1"
"HSA-MIR-28-5P","STAT5B"
"HSA-MIR-296-5P","KDR"
"HSA-MIR-29A-3P","FBN1"
"HSA-MIR-29A-3P","DNMT3B"
"HSA-MIR-29A-3P","CD93"
"HSA-MIR-29A-3P","ZFP36"
"HSA-MIR-29A-3P","COL3A1"
"HSA-MIR-29A-3P","IGF1"
"HSA-MIR-29A-3P","PER1"
"HSA-MIR-29A-3P","AKT3"
"HSA-MIR-29A-3P","ITGA11"
"HSA-MIR-29A-3P","KLF4"
"HSA-MIR-29A-3P","CACNA1C"
"HSA-MIR-29A-5P","COL3A1"
"HSA-MIR-29B-1-5P","COL3A1"
"HSA-MIR-29B-1-5P","COL5A1"
"HSA-MIR-29B-1-5P","AKT3"
"HSA-MIR-29B-3P","FBN1"
"HSA-MIR-29B-3P","DNMT3B"
"HSA-MIR-29B-3P","COL3A1"
"HSA-MIR-29B-3P","PER1"
"HSA-MIR-29B-3P","AKT3"
"HSA-MIR-29B-3P","FOS"
"HSA-MIR-29C-3P","FBN1"
"HSA-MIR-29C-3P","DNMT3B"
"HSA-MIR-29C-3P","FZD4"
"HSA-MIR-29C-3P","COL3A1"
"HSA-MIR-29C-3P","PER1"
"HSA-MIR-29C-3P","AKT3"
"HSA-MIR-29C-3P","KLF4"
"HSA-MIR-29C-3P","IGFBP1"
"HSA-MIR-29C-3P","COL15A1"
"HSA-MIR-29C-3P","WNT4"
"HSA-MIR-29C-5P","DNMT3B"
"HSA-MIR-29C-5P","WNT4"
"HSA-MIR-301A-3P","SERPINE1"
"HSA-MIR-302A-3P","LEFTY2"
"HSA-MIR-302B-3P","DPYD"
"HSA-MIR-302B-3P","TGFBR2"
"HSA-MIR-302D-3P","MBNL2"
"HSA-MIR-302D-3P","TGFBR2"
"HSA-MIR-302D-3P","LEFTY2"
"HSA-MIR-3064-5P","TERT"
"HSA-MIR-30A-3P","CYR61"
"HSA-MIR-30A-3P","THBS1"
"HSA-MIR-30A-5P","NCAM1"
"HSA-MIR-30A-5P","MBNL2"
"HSA-MIR-30A-5P","FOXL2"
"HSA-MIR-30A-5P","ERG"
"HSA-MIR-30A-5P","SNAI1"
"HSA-MIR-30A-5P","PRDM1"
"HSA-MIR-30A-5P","MBNL1"
"HSA-MIR-30B-5P","MBNL2"
"HSA-MIR-30B-5P","SERPINE1"
"HSA-MIR-30B-5P","ERG"
"HSA-MIR-30B-5P","SNAI1"
"HSA-MIR-30B-5P","MBNL1"
"HSA-MIR-30B-5P","SIX1"
"HSA-MIR-30C-2-3P","ATF3"
"HSA-MIR-30C-2-3P","SNAI1"
"HSA-MIR-30C-2-3P","CCNE1"
"HSA-MIR-30C-5P","CASP3"
"HSA-MIR-30C-5P","CTGF"
"HSA-MIR-30C-5P","SERPINE1"
"HSA-MIR-30C-5P","SNAI1"
"HSA-MIR-30C-5P","SOCS3"
"HSA-MIR-30D-5P","CASP3"
"HSA-MIR-30D-5P","KPNB1"
"HSA-MIR-30D-5P","SNAI1"
"HSA-MIR-30E-5P","MBNL2"
"HSA-MIR-30E-5P","CASP3"
"HSA-MIR-30E-5P","SNAI1"
"HSA-MIR-30E-5P","MYBL2"
"HSA-MIR-30E-5P","MBNL1"
"HSA-MIR-31-5P","DMD"
"HSA-MIR-31-5P","JAZF1"
"HSA-MIR-31-5P","CXCL12"
"HSA-MIR-31-5P","MCM2"
"HSA-MIR-31-5P","SELE"
"HSA-MIR-3180-5P","PODN"
"HSA-MIR-32-5P","AURKA"
"HSA-MIR-32-5P","KLF4"
"HSA-MIR-320A","AQP1"
"HSA-MIR-320A","HSPB6"
"HSA-MIR-320A","ABCG2"
"HSA-MIR-320C","PRDM1"
"HSA-MIR-324-5P","GLI1"
"HSA-MIR-326","GLI1"
"HSA-MIR-328-3P","SFRP1"
"HSA-MIR-328-3P","ABCG2"
"HSA-MIR-329-3P","MCAM"
"HSA-MIR-330-3P","CCBE1"
"HSA-MIR-330-3P","EGR2"
"HSA-MIR-330-3P","NTRK3"
"HSA-MIR-335-5P","PTPRN2"
"HSA-MIR-338-3P","ADAM17"
"HSA-MIR-33A-5P","PRKCB"
"HSA-MIR-33B-5P","ZEB1"
"HSA-MIR-340-5P","MITF"
"HSA-MIR-345-5P","NTRK3"
"HSA-MIR-346","ZFP36"
"HSA-MIR-346","TERT"
"HSA-MIR-34A-5P","GAS1"
"HSA-MIR-34A-5P","FOS"
"HSA-MIR-34A-5P","SNAI1"
"HSA-MIR-34A-5P","KLF4"
"HSA-MIR-34A-5P","CDKN2A"
"HSA-MIR-34A-5P","EPHA5"
"HSA-MIR-34B-3P","ITPR1"
"HSA-MIR-34B-3P","SNAI1"
"HSA-MIR-34B-3P","SNCA"
"HSA-MIR-34B-5P","TGFBR2"
"HSA-MIR-34C-5P","ITPR1"
"HSA-MIR-34C-5P","SNAI1"
"HSA-MIR-34C-5P","SNCA"
"HSA-MIR-363-3P","CASP3"
"HSA-MIR-363-3P","S1PR1"
"HSA-MIR-367-3P","RAB23"
"HSA-MIR-367-3P","KLF4"
"HSA-MIR-369-5P","DNMT3B"
"HSA-MIR-370-3P","TCEAL1"
"HSA-MIR-370-3P","TGFBR2"
"HSA-MIR-372-3P","MBNL2"
"HSA-MIR-372-3P","TGFBR2"
"HSA-MIR-373-3P","TGFBR2"
"HSA-MIR-373-3P","LEFTY2"
"HSA-MIR-373-3P","TXNIP"
"HSA-MIR-373-3P","RECK"
"HSA-MIR-374B-5P","RECK"
"HSA-MIR-375","KLF4"
"HSA-MIR-376A-3P","TTK"
"HSA-MIR-376A-5P","TTK"
"HSA-MIR-382-5P","DRD1"
"HSA-MIR-384","NTRK3"
"HSA-MIR-409-3P","ZEB1"
"HSA-MIR-409-3P","GAB1"
"HSA-MIR-409-3P","RECK"
"HSA-MIR-410-3P","CCNB1"
"HSA-MIR-410-3P","SNAI1"
"HSA-MIR-421","CASP3"
"HSA-MIR-421","CBX7"
"HSA-MIR-423-3P","TCEAL1"
"HSA-MIR-424-5P","SOCS2"
"HSA-MIR-424-5P","TGFBR3"
"HSA-MIR-424-5P","ITPR1"
"HSA-MIR-424-5P","FGF2"
"HSA-MIR-424-5P","CCNE1"
"HSA-MIR-429","RASSF8"
"HSA-MIR-429","ZFPM2"
"HSA-MIR-429","ZEB1"
"HSA-MIR-429","RASSF2"
"HSA-MIR-448","ITPR1"
"HSA-MIR-448","CXCL12"
"HSA-MIR-4496","ABCG2"
"HSA-MIR-449A","MFAP4"
"HSA-MIR-449A","ITPR1"
"HSA-MIR-449A","FOS"
"HSA-MIR-450A-5P","STAT1"
"HSA-MIR-454-3P","CXCL12"
"HSA-MIR-455-3P","ZEB1"
"HSA-MIR-4717-5P","RGS2"
"HSA-MIR-483-3P","IGF1"
"HSA-MIR-483-3P","CTGF"
"HSA-MIR-483-3P","SRF"
"HSA-MIR-483-5P","SRF"
"HSA-MIR-484","ZEB1"
"HSA-MIR-485-3P","NTRK3"
"HSA-MIR-486-5P","FBN1"
"HSA-MIR-486-5P","SNAI1"
"HSA-MIR-487A-3P","ABCG2"
"HSA-MIR-487B-3P","THBS1"
