"HSA-MIR-144-3P","PLAG1"
"HSA-MIR-144-3P","CFTR"
"HSA-MIR-144-3P","FGG"
"HSA-MIR-144-5P","MET"
"HSA-MIR-145-5P","CDH2"
"HSA-MIR-145-5P","MUC1"
"HSA-MIR-145-5P","ESR1"
"HSA-MIR-145-5P","CFTR"
"HSA-MIR-145-5P","HMGA2"
"HSA-MIR-146A-5P","LAMC2"
"HSA-MIR-146A-5P","SLPI"
"HSA-MIR-146A-5P","TLR2"
"HSA-MIR-1470","JUN"
"HSA-MIR-148A-3P","MET"
"HSA-MIR-148B-3P","SLC2A1"
"HSA-MIR-150-5P","SLC2A1"
"HSA-MIR-150-5P","MUC4"
"HSA-MIR-151A-3P","NTRK3"
"HSA-MIR-152-3P","FGFR3"
"HSA-MIR-152-3P","TGFA"
"HSA-MIR-154-5P","HMGA2"
"HSA-MIR-154-5P","TLR2"
"HSA-MIR-155-5P","FOS"
"HSA-MIR-155-5P","CLDN1"
"HSA-MIR-155-5P","JUN"
"HSA-MIR-15A-5P","RET"
"HSA-MIR-15A-5P","CDKN2B"
"HSA-MIR-15A-5P","HMGA2"
"HSA-MIR-15B-5P","FUT2"
"HSA-MIR-15B-5P","TRIM29"
"HSA-MIR-16-5P","CLDN2"
"HSA-MIR-16-5P","HGF"
"HSA-MIR-16-5P","HMGA2"
"HSA-MIR-17-3P","GALNT7"
"HSA-MIR-17-5P","CYP7B1"
"HSA-MIR-181A-5P","PLAG1"
"HSA-MIR-181A-5P","FOS"
"HSA-MIR-181A-5P","TGFBR1"
"HSA-MIR-181A-5P","EGR1"
"HSA-MIR-181B-3P","YWHAG"
"HSA-MIR-181B-5P","PLAG1"
"HSA-MIR-181B-5P","FOS"
"HSA-MIR-181C-5P","TGFBR1"
"HSA-MIR-183-5P","ITGB1"
"HSA-MIR-183-5P","EGR1"
"HSA-MIR-185-5P","TRIM29"
"HSA-MIR-185-5P","NTRK3"
"HSA-MIR-187-5P","CYP1B1"
"HSA-MIR-187-5P","ALDH1A3"
"HSA-MIR-18A-5P","ESR1"
"HSA-MIR-18A-5P","SDC4"
"HSA-MIR-18B-5P","ESR1"
"HSA-MIR-191-5P","EGR1"
"HSA-MIR-192-5P","ESR1"
"HSA-MIR-192-5P","ITGB1"
"HSA-MIR-193A-3P","PLAU"
"HSA-MIR-193A-3P","RAB27B"
"HSA-MIR-193A-5P","WT1"
"HSA-MIR-193A-5P","TFAP2A"
"HSA-MIR-193B-3P","PLAU"
"HSA-MIR-193B-3P","ESR1"
"HSA-MIR-194-5P","CDH2"
"HSA-MIR-194-5P","BMP1"
"HSA-MIR-195-5P","RET"
"HSA-MIR-196A-5P","NRP2"
"HSA-MIR-196A-5P","HMGA2"
"HSA-MIR-196B-5P","FOS"
"HSA-MIR-198","MET"
"HSA-MIR-198","NTRK3"
"HSA-MIR-199A-3P","MET"
"HSA-MIR-199A-3P","HGF"
"HSA-MIR-199A-3P","ITGA3"
"HSA-MIR-199A-5P","CDH2"
"HSA-MIR-199A-5P","KL"
"HSA-MIR-199A-5P","ITGA3"
"HSA-MIR-199A-5P","TGFBR1"
"HSA-MIR-199B-3P","ITGA3"
"HSA-MIR-199B-5P","LAMC2"
"HSA-MIR-199B-5P","ITGA3"
"HSA-MIR-19A-3P","TNFRSF12A"
"HSA-MIR-19A-3P","ESR1"
"HSA-MIR-19A-3P","ALOX5"
"HSA-MIR-19A-3P","TLR2"
"HSA-MIR-19B-3P","ESR1"
"HSA-MIR-19B-3P","TLR2"
"HSA-MIR-200A-3P","HGF"
"HSA-MIR-200B-3P","ADAM12"
"HSA-MIR-200B-3P","JUN"
"HSA-MIR-200C-3P","HNF1B"
"HSA-MIR-200C-3P","ADAM12"
"HSA-MIR-200C-5P","CYP1B1"
"HSA-MIR-202-5P","TGFBR1"
"HSA-MIR-203A-3P","MMP10"
"HSA-MIR-203A-3P","JUN"
"HSA-MIR-204-5P","ALPL"
"HSA-MIR-204-5P","TGFBR1"
"HSA-MIR-204-5P","HMGA2"
"HSA-MIR-206","MET"
"HSA-MIR-206","ESR1"
"HSA-MIR-208A-3P","MED13"
"HSA-MIR-20A-5P","TGFBR1"
"HSA-MIR-20B-5P","ESR1"
"HSA-MIR-21-5P","COL4A1"
"HSA-MIR-21-5P","MSLN"
"HSA-MIR-21-5P","PCGF2"
"HSA-MIR-21-5P","CCL20"
"HSA-MIR-211-5P","IGF2R"
"HSA-MIR-211-5P","SPARC"
"HSA-MIR-211-5P","MUC4"
"HSA-MIR-212-3P","KCNJ2"
"HSA-MIR-214-3P","GALNT7"
"HSA-MIR-216B-5P","JUN"
"HSA-MIR-217","YWHAG"
"HSA-MIR-218-5P","DKK2"
"HSA-MIR-218-5P","LAMB3"
"HSA-MIR-218-5P","CDH2"
"HSA-MIR-218-5P","RET"
"HSA-MIR-219A-1-3P","MUC4"
"HSA-MIR-22-3P","SLC2A1"
"HSA-MIR-22-3P","ESR1"
"HSA-MIR-221-3P","DKK2"
"HSA-MIR-221-3P","USP18"
"HSA-MIR-221-3P","ESR1"
"HSA-MIR-221-3P","FOS"
"HSA-MIR-222-3P","PLXNC1"
"HSA-MIR-222-3P","DKK2"
"HSA-MIR-222-3P","ESR1"
"HSA-MIR-222-3P","FOS"
"HSA-MIR-223-3P","CFTR"
"HSA-MIR-224-5P","KLK10"
"HSA-MIR-23A-3P","HNF1B"
"HSA-MIR-23A-5P","TLR2"
"HSA-MIR-23B-3P","MET"
"HSA-MIR-23B-3P","PLAU"
"HSA-MIR-23B-3P","HMGA2"
"HSA-MIR-23B-5P","PRODH"
"HSA-MIR-24-3P","FGFR3"
"HSA-MIR-24-3P","TMEM92"
"HSA-MIR-25-3P","CCL26"
"HSA-MIR-26A-5P","STRADB"
"HSA-MIR-26A-5P","PLAG1"
"HSA-MIR-26A-5P","ESR1"
"HSA-MIR-26A-5P","HGF"
"HSA-MIR-26A-5P","HMGA2"
"HSA-MIR-26B-3P","ESR1"
"HSA-MIR-26B-5P","HGF"
"HSA-MIR-27A-3P","DKK2"
"HSA-MIR-27A-3P","MET"
"HSA-MIR-27A-3P","PLAG1"
"HSA-MIR-27A-3P","MRC1"
"HSA-MIR-27B-3P","MET"
"HSA-MIR-27B-3P","CYP1B1"
"HSA-MIR-27B-3P","MMP13"
"HSA-MIR-27B-3P","RET"
"HSA-MIR-27B-3P","TGFBR1"
"HSA-MIR-29A-3P","COL4A1"
"HSA-MIR-29A-3P","COL10A1"
"HSA-MIR-29A-3P","MUC1"
"HSA-MIR-29A-3P","ITGB1"
"HSA-MIR-29A-3P","LAMC2"
"HSA-MIR-29A-3P","CLDN1"
"HSA-MIR-29A-3P","SPARC"
"HSA-MIR-29A-3P","ADAM12"
"HSA-MIR-29A-3P","FGG"
"HSA-MIR-29A-5P","SPARC"
"HSA-MIR-29B-3P","COL4A1"
"HSA-MIR-29B-3P","COL10A1"
"HSA-MIR-29B-3P","ANGPTL4"
"HSA-MIR-29B-3P","ESR1"
"HSA-MIR-29B-3P","ITGB1"
"HSA-MIR-29B-3P","BMP1"
"HSA-MIR-29B-3P","FOS"
"HSA-MIR-29B-3P","LAMC2"
"HSA-MIR-29B-3P","SPARC"
"HSA-MIR-29B-3P","ADAM12"
"HSA-MIR-29B-3P","HMGA2"
"HSA-MIR-29B-3P","FGG"
"HSA-MIR-29C-3P","COL4A1"
"HSA-MIR-29C-3P","COL10A1"
"HSA-MIR-29C-3P","ITGB1"
"HSA-MIR-29C-3P","LAMC2"
"HSA-MIR-29C-3P","SPARC"
"HSA-MIR-29C-3P","ADAM12"
"HSA-MIR-29C-3P","COL7A1"
"HSA-MIR-29C-3P","IGFBP1"
"HSA-MIR-29C-3P","FGG"
"HSA-MIR-302C-3P","ESR1"
"HSA-MIR-30B-3P","ADAM12"
"HSA-MIR-30B-5P","CTHRC1"
"HSA-MIR-30C-5P","IDH1"
"HSA-MIR-30D-3P","ADAM12"
"HSA-MIR-31-5P","DMD"
"HSA-MIR-31-5P","MET"
"HSA-MIR-31-5P","HOXC13"
"HSA-MIR-31-5P","RAB27A"
"HSA-MIR-31-5P","RET"
"HSA-MIR-320A","TRPC5"
"HSA-MIR-324-3P","BCL2L1"
"HSA-MIR-326","BCL2L1"
"HSA-MIR-330-3P","NTRK3"
"HSA-MIR-330-5P","MUC1"
"HSA-MIR-331-3P","NRP2"
"HSA-MIR-335-3P","ESR1"
"HSA-MIR-335-5P","GRM4"
"HSA-MIR-335-5P","TRIM29"
"HSA-MIR-335-5P","LRG1"
"HSA-MIR-338-3P","DAB2IP"
"HSA-MIR-338-3P","CDH2"
"HSA-MIR-33A-5P","HMGA2"
"HSA-MIR-33B-3P","HMGA2"
"HSA-MIR-33B-5P","HMGA2"
"HSA-MIR-340-5P","MET"
"HSA-MIR-345-5P","NTRK3"
"HSA-MIR-34A-3P","MET"
"HSA-MIR-34A-5P","GALNT7"
"HSA-MIR-34A-5P","MET"
"HSA-MIR-34A-5P","FOS"
"HSA-MIR-34A-5P","SYT1"
"HSA-MIR-34B-3P","GALNT7"
"HSA-MIR-34B-3P","MET"
"HSA-MIR-34B-5P","MET"
"HSA-MIR-34C-5P","GALNT7"
"HSA-MIR-34C-5P","MET"
"HSA-MIR-34C-5P","GABRA3"
"HSA-MIR-370-3P","HMGA2"
"HSA-MIR-373-3P","RAD23B"
"HSA-MIR-375","PLAG1"
"HSA-MIR-376C-3P","TGFA"
"HSA-MIR-376C-3P","TGFBR1"
"HSA-MIR-378A-3P","GALNT7"
"HSA-MIR-378A-3P","GOLT1A"
"HSA-MIR-384","NTRK3"
"HSA-MIR-409-3P","MET"
"HSA-MIR-409-3P","FGG"
"HSA-MIR-410-3P","MET"
"HSA-MIR-424-5P","PLAG1"
"HSA-MIR-425-5P","FGFR3"
"HSA-MIR-4284","CXCL5"
"HSA-MIR-433-3P","MET"
"HSA-MIR-433-3P","FGF20"
"HSA-MIR-433-3P","CFTR"
"HSA-MIR-433-5P","SPARC"
"HSA-MIR-4437","SNCG"
"HSA-MIR-449A","MET"
"HSA-MIR-449A","FOS"
"HSA-MIR-449B-5P","MET"
"HSA-MIR-449C-5P","MET"
"HSA-MIR-455-3P","MUC1"
"HSA-MIR-4674","SNCG"
"HSA-MIR-4722-5P","SNCG"
"HSA-MIR-483-3P","RASGRF1"
"HSA-MIR-485-3P","NTRK3"
"HSA-MIR-485-5P","HMGA2"
"HSA-MIR-486-3P","ECM1"
"HSA-MIR-486-5P","NRP2"
"HSA-MIR-486-5P","CLDN10"
"HSA-MIR-490-3P","TGFA"
"HSA-MIR-490-3P","TGFBR1"
"HSA-MIR-490-3P","HMGA2"
"HSA-MIR-490-5P","FOS"
"HSA-MIR-491-5P","BCL2L1"
"HSA-MIR-494-3P","RAD23B"
"HSA-MIR-494-3P","PROS1"
"HSA-MIR-494-3P","ARNTL"
"HSA-MIR-494-3P","CFTR"
"HSA-MIR-495-3P","HMGA2"
"HSA-MIR-497-5P","AMOT"
"HSA-MIR-505-3P","TGFA"
"HSA-MIR-506-3P","CDH2"
"HSA-MIR-508-5P","GPNMB"
"HSA-MIR-509-3P","NTRK3"
"HSA-MIR-509-3P","CFTR"
"HSA-MIR-509-5P","YWHAG"
"HSA-MIR-539-5P","MMP8"
"HSA-MIR-542-3P","IGFBP1"
"HSA-MIR-543","HMGA2"
"HSA-MIR-562","MET"
"HSA-MIR-5787","ELF5"
"HSA-MIR-582-5P","RAB27A"
"HSA-MIR-608","BCL2L1"
"HSA-MIR-617","NTRK3"
"HSA-MIR-622","LAMC2"
"HSA-MIR-625-5P","NTRK3"
"HSA-MIR-633","HMGA2"
"HSA-MIR-657","IGF2R"
"HSA-MIR-7-1-3P","KCNJ2"
"HSA-MIR-7-5P","RNF183"
"HSA-MIR-7-5P","FOS"
"HSA-MIR-7515","MET"
"HSA-MIR-765","NTRK3"
"HSA-MIR-767-5P","COL4A1"
"HSA-MIR-767-5P","COL10A1"
"HSA-MIR-767-5P","SPARC"
"HSA-MIR-768-5P","NTRK3"
"HSA-MIR-9-3P","DMD"
"HSA-MIR-9-3P","ITGB1"
"HSA-MIR-9-5P","CD34"
"HSA-MIR-9-5P","DRD2"
"HSA-MIR-9-5P","NTRK3"
"HSA-MIR-9-5P","MMP13"
"HSA-MIR-92B-3P","DAB2IP"
"HSA-MIR-93-3P","MMP3"
"HSA-MIR-93-5P","MMP3"
"HSA-MIR-939-5P","SLC34A2"
"HSA-MIR-96-5P","ALK"
"HSA-MIR-98-5P","HMGA2"
"HSA-MIR-99A-5P","FGFR3"
"HSA-LET-7A-5P","HMGA2"
"HSA-LET-7B-5P","IFNB1"
"HSA-LET-7B-5P","TGFBR1"
"HSA-LET-7B-5P","HMGA2"
"HSA-LET-7C-5P","BCL2L1"
"HSA-LET-7C-5P","TGFBR1"
"HSA-LET-7C-5P","HMGA2"
"HSA-LET-7D-5P","HMGA2"
"HSA-LET-7E-5P","HMGA2"
"HSA-LET-7F-5P","KLK6"
"HSA-LET-7F-5P","POSTN"
"HSA-LET-7F-5P","KLK10"
"HSA-LET-7G-5P","BCL2L1"
"HSA-LET-7G-5P","TGFBR1"
"HSA-LET-7G-5P","HMGA2"
"HSA-LET-7I-5P","BMP4"
"HSA-MIR-1-3P","MET"
"HSA-MIR-1-3P","ATP6V1B2"
"HSA-MIR-1-3P","KCNJ2"
"HSA-MIR-1-3P","PNP"
"HSA-MIR-1-5P","MET"
"HSA-MIR-100-5P","FGFR3"
"HSA-MIR-100-5P","MMP13"
"HSA-MIR-101-3P","MET"
"HSA-MIR-101-3P","FOS"
"HSA-MIR-101-3P","CFTR"
"HSA-MIR-101-3P","ITGA3"
"HSA-MIR-101-5P","FOS"
"HSA-MIR-101-5P","TLR2"
"HSA-MIR-103A-3P","SNCG"
"HSA-MIR-103A-3P","SERPINB5"
"HSA-MIR-103A-3P","RUNX2"
"HSA-MIR-105-5P","TLR2"
"HSA-MIR-106A-5P","HMGA2"
"HSA-MIR-107","SNCG"
"HSA-MIR-107","PLAG1"
"HSA-MIR-107","SERPINB5"
"HSA-MIR-107","HMGA2"
"HSA-MIR-10B-5P","NRP2"
"HSA-MIR-1202","GRM4"
"HSA-MIR-122-5P","BCL2L1"
"HSA-MIR-122-5P","HMOX1"
"HSA-MIR-124-3P","CDH2"
"HSA-MIR-124-3P","EGR1"
"HSA-MIR-124-5P","FOXQ1"
"HSA-MIR-1250-3P","NOD1"
"HSA-MIR-1258","HPSE"
"HSA-MIR-125A-5P","CLEC5A"
"HSA-MIR-125B-1-3P","TACSTD2"
"HSA-MIR-125B-5P","ALOX5"
"HSA-MIR-125B-5P","MMP13"
"HSA-MIR-125B-5P","HMGA2"
"HSA-MIR-125B-5P","EPO"
"HSA-MIR-126-3P","MMP7"
"HSA-MIR-126-5P","MMP7"
"HSA-MIR-127-3P","MMP13"
"HSA-MIR-1271-5P","FOXQ1"
"HSA-MIR-128-3P","RELN"
"HSA-MIR-128-3P","EPHB1"
"HSA-MIR-128-3P","RET"
"HSA-MIR-128-3P","TGFBR1"
"HSA-MIR-129-5P","RET"
"HSA-MIR-1297","HMGA2"
"HSA-MIR-130A-3P","ESR1"
"HSA-MIR-133A-3P","BCL2L1"
"HSA-MIR-133A-3P","PNP"
"HSA-MIR-133A-3P","MSN"
"HSA-MIR-133B","MET"
"HSA-MIR-133B","BCL2L1"
"HSA-MIR-133B","PITX3"
"HSA-MIR-135A-5P","RUNX2"
"HSA-MIR-135B-5P","TGFBR1"
"HSA-MIR-137","MET"
"HSA-MIR-137","RASGRF1"
"HSA-MIR-138-5P","LCN2"
"HSA-MIR-138-5P","RELN"
"HSA-MIR-139-5P","MET"
"HSA-MIR-139-5P","FOS"
"HSA-MIR-140-3P","NRIP1"
"HSA-MIR-140-5P","FGF9"
"HSA-MIR-140-5P","TGFBR1"
"HSA-MIR-141-3P","TM4SF1"
"HSA-MIR-142-3P","LGR5"
"HSA-MIR-142-3P","TGFBR1"
"HSA-MIR-142-5P","CLDN1"
"HSA-MIR-143-3P","MMP13"
"HSA-MIR-143-3P","TLR2"
"HSA-MIR-144-3P","MET"
"HSA-MIR-144-3P","PLAG1"
"HSA-MIR-144-3P","CFTR"
"HSA-MIR-144-5P","MET"
"HSA-MIR-145-3P","MMP16"
"HSA-MIR-145-5P","IFNB1"
"HSA-MIR-145-5P","CDH2"
"HSA-MIR-145-5P","ESR1"
"HSA-MIR-145-5P","MMP12"
"HSA-MIR-145-5P","CFTR"
"HSA-MIR-145-5P","HMGA2"
"HSA-MIR-146A-5P","LAMC2"
"HSA-MIR-146A-5P","SLPI"
"HSA-MIR-146A-5P","TLR2"
"HSA-MIR-146B-5P","MMP16"
"HSA-MIR-148A-3P","MET"
"HSA-MIR-148A-3P","MMP7"
"HSA-MIR-151A-5P","SOX17"
"HSA-MIR-152-3P","FGFR3"
"HSA-MIR-152-3P","TGFA"
"HSA-MIR-154-5P","HMGA2"
"HSA-MIR-154-5P","TLR2"
"HSA-MIR-155-5P","MMP16"
"HSA-MIR-155-5P","FOS"
"HSA-MIR-155-5P","LDOC1"
"HSA-MIR-155-5P","CLDN1"
"HSA-MIR-155-5P","SAMHD1"
"HSA-MIR-155-5P","RUNX2"
"HSA-MIR-15A-5P","RET"
"HSA-MIR-15A-5P","CDKN2B"
"HSA-MIR-15A-5P","HMGA2"
"HSA-MIR-15B-5P","FUT2"
"HSA-MIR-15B-5P","TRIM29"
"HSA-MIR-16-5P","CLDN2"
"HSA-MIR-16-5P","HMGA2"
"HSA-MIR-17-3P","GALNT7"
"HSA-MIR-17-5P","PTPRO"
"HSA-MIR-181A-5P","PRAP1"
"HSA-MIR-181A-5P","PLAG1"
"HSA-MIR-181A-5P","WIF1"
"HSA-MIR-181A-5P","FOS"
"HSA-MIR-181A-5P","SAMHD1"
"HSA-MIR-181A-5P","TGFBR1"
"HSA-MIR-181A-5P","EGR1"
"HSA-MIR-181B-5P","PLAG1"
"HSA-MIR-181B-5P","FOS"
"HSA-MIR-181C-5P","PRAP1"
"HSA-MIR-181C-5P","TGFBR1"
"HSA-MIR-182-5P","TSC22D3"
"HSA-MIR-182-5P","FGF9"
"HSA-MIR-183-5P","EGR1"
"HSA-MIR-185-5P","TRIM29"
"HSA-MIR-187-5P","CYP1B1"
"HSA-MIR-187-5P","ALDH1A3"
"HSA-MIR-18A-5P","ESR1"
"HSA-MIR-18B-5P","ESR1"
"HSA-MIR-191-5P","EGR1"
"HSA-MIR-192-5P","HRH1"
"HSA-MIR-192-5P","ESR1"
"HSA-MIR-193A-3P","PRAP1"
"HSA-MIR-193A-3P","PLAU"
"HSA-MIR-193A-3P","RAB27B"
"HSA-MIR-193A-5P","WT1"
"HSA-MIR-193B-3P","PRAP1"
"HSA-MIR-193B-3P","PLAU"
"HSA-MIR-193B-3P","ESR1"
"HSA-MIR-194-5P","CDH2"
"HSA-MIR-194-5P","BMP1"
"HSA-MIR-195-5P","RET"
"HSA-MIR-195-5P","RUNX2"
"HSA-MIR-195-5P","WNT7A"
"HSA-MIR-196A-5P","HOXC8"
"HSA-MIR-196A-5P","NRP2"
"HSA-MIR-196A-5P","HMOX1"
"HSA-MIR-196A-5P","HMGA2"
"HSA-MIR-196B-5P","HOXC8"
"HSA-MIR-196B-5P","FOS"
"HSA-MIR-197-3P","PMAIP1"
"HSA-MIR-198","MET"
"HSA-MIR-199A-3P","MET"
"HSA-MIR-199A-3P","ITGA3"
"HSA-MIR-199A-5P","CTSC"
"HSA-MIR-199A-5P","CDH2"
"HSA-MIR-199A-5P","ITGA3"
"HSA-MIR-199A-5P","TGFBR1"
"HSA-MIR-199B-3P","ITGA3"
"HSA-MIR-199B-5P","LAMC2"
"HSA-MIR-199B-5P","ITGA3"
"HSA-MIR-19A-3P","ESR1"
"HSA-MIR-19A-3P","ALOX5"
"HSA-MIR-19A-3P","TLR2"
"HSA-MIR-19B-3P","ESR1"
"HSA-MIR-19B-3P","TLR2"
"HSA-MIR-200A-3P","MYH10"
"HSA-MIR-200A-5P","SOX17"
"HSA-MIR-200B-3P","ADAM12"
"HSA-MIR-200B-3P","MSN"
"HSA-MIR-200C-3P","ADAM12"
"HSA-MIR-200C-3P","PMAIP1"
"HSA-MIR-200C-3P","MSN"
"HSA-MIR-200C-5P","CYP1B1"
"HSA-MIR-202-5P","TGFBR1"
"HSA-MIR-203A-3P","WIF1"
"HSA-MIR-203A-3P","RUNX2"
"HSA-MIR-203A-5P","MMP7"
"HSA-MIR-203A-5P","TM4SF1"
"HSA-MIR-204-5P","ALPL"
"HSA-MIR-204-5P","TGFBR1"
"HSA-MIR-204-5P","HMGA2"
"HSA-MIR-204-5P","RUNX2"
"HSA-MIR-205-5P","LRRK2"
"HSA-MIR-205-5P","RUNX2"
"HSA-MIR-206","MET"
"HSA-MIR-206","ESR1"
"HSA-MIR-20A-5P","TGFBR1"
"HSA-MIR-20A-5P","PTPRO"
"HSA-MIR-20B-5P","ESR1"
"HSA-MIR-21-5P","MSLN"
"HSA-MIR-21-5P","SERPINB5"
"HSA-MIR-21-5P","CCL20"
"HSA-MIR-21-5P","SOD3"
"HSA-MIR-212-3P","KCNJ2"
"HSA-MIR-214-3P","GALNT7"
"HSA-MIR-214-3P","LTF"
"HSA-MIR-218-5P","LAMB3"
"HSA-MIR-218-5P","CDH2"
"HSA-MIR-218-5P","HMOX1"
"HSA-MIR-218-5P","RET"
"HSA-MIR-218-5P","RUNX2"
"HSA-MIR-22-3P","ESR1"
"HSA-MIR-221-3P","ESR1"
"HSA-MIR-221-3P","FOS"
"HSA-MIR-221-5P","RUNX2"
"HSA-MIR-222-3P","PLXNC1"
"HSA-MIR-222-3P","ESR1"
"HSA-MIR-222-3P","FOS"
"HSA-MIR-222-3P","RUNX2"
"HSA-MIR-223-3P","CFTR"
"HSA-MIR-224-5P","KLK10"
"HSA-MIR-23A-3P","NEK6"
"HSA-MIR-23A-5P","TLR2"
"HSA-MIR-23B-3P","PRAP1"
"HSA-MIR-23B-3P","MET"
"HSA-MIR-23B-3P","PLAU"
"HSA-MIR-23B-3P","HMGA2"
"HSA-MIR-23B-3P","RUNX2"
"HSA-MIR-24-3P","FGFR3"
"HSA-MIR-24-3P","HMOX1"
"HSA-MIR-24-3P","TMEM92"
"HSA-MIR-25-3P","CCL26"
"HSA-MIR-26A-1-3P","PCK1"
"HSA-MIR-26A-5P","IFNB1"
"HSA-MIR-26A-5P","STRADB"
"HSA-MIR-26A-5P","PLAG1"
"HSA-MIR-26A-5P","ESR1"
"HSA-MIR-26A-5P","FGF9"
"HSA-MIR-26A-5P","HMGA2"
"HSA-MIR-26B-3P","ESR1"
"HSA-MIR-27A-3P","MET"
"HSA-MIR-27A-3P","PLAG1"
"HSA-MIR-27A-3P","MRC1"
"HSA-MIR-27B-3P","MET"
"HSA-MIR-27B-3P","CYP1B1"
"HSA-MIR-27B-3P","MMP13"
"HSA-MIR-27B-3P","RET"
"HSA-MIR-27B-3P","TGFBR1"
"HSA-MIR-296-5P","S100B"
"HSA-MIR-29A-3P","LPL"
"HSA-MIR-29A-3P","COL10A1"
"HSA-MIR-29A-3P","LAMC2"
"HSA-MIR-29A-3P","CLDN1"
"HSA-MIR-29A-3P","S100B"
"HSA-MIR-29A-3P","ADAM12"
"HSA-MIR-29B-3P","COL10A1"
"HSA-MIR-29B-3P","ESR1"
"HSA-MIR-29B-3P","BMP1"
"HSA-MIR-29B-3P","FOS"
"HSA-MIR-29B-3P","LAMC2"
"HSA-MIR-29B-3P","S100B"
"HSA-MIR-29B-3P","ADAM12"
"HSA-MIR-29B-3P","HMGA2"
"HSA-MIR-29C-3P","COL10A1"
"HSA-MIR-29C-3P","LAMC2"
"HSA-MIR-29C-3P","ADAM12"
"HSA-MIR-29C-3P","COL7A1"
"HSA-MIR-29C-3P","IGFBP1"
"HSA-MIR-302C-3P","ESR1"
"HSA-MIR-30A-3P","RUNX2"
