"Cluster","Gene"
"HSA-MIR-212-3P","CCNB1"
"HSA-MIR-214-3P","BIRC5"
"HSA-MIR-214-3P","CPD"
"HSA-MIR-216B-5P","CSNK2A1"
"HSA-MIR-217","DACH1"
"HSA-MIR-217","MTDH"
"HSA-MIR-218-5P","BIRC5"
"HSA-MIR-218-5P","RUNX2"
"HSA-MIR-219A-1-3P","MUC4"
"HSA-MIR-22-3P","CXCR2"
"HSA-MIR-22-3P","SLC2A1"
"HSA-MIR-22-3P","TACC1"
"HSA-MIR-22-3P","MTDH"
"HSA-MIR-22-3P","NTRK2"
"HSA-MIR-22-3P","BDNF"
"HSA-MIR-221-3P","PAK1"
"HSA-MIR-221-3P","BNIP3"
"HSA-MIR-221-5P","RUNX2"
"HSA-MIR-222-3P","RUNX2"
"HSA-MIR-223-3P","HSP90B1"
"HSA-MIR-223-3P","TAL1"
"HSA-MIR-224-5P","FOSB"
"HSA-MIR-224-5P","NIT1"
"HSA-MIR-23A-3P","MYH1"
"HSA-MIR-23B-3P","RUNX2"
"HSA-MIR-24-3P","STX16"
"HSA-MIR-24-3P","FAF1"
"HSA-MIR-24-3P","CDK1"
"HSA-MIR-24-3P","SLC6A4"
"HSA-MIR-24-3P","PCNA"
"HSA-MIR-24-3P","MAP3K9"
"HSA-MIR-24-3P","CDKN2A"
"HSA-MIR-25-3P","KLF4"
"HSA-MIR-26A-1-3P","CCNE2"
"HSA-MIR-26A-5P","DNMT3B"
"HSA-MIR-26A-5P","CDC6"
"HSA-MIR-26A-5P","FUT8"
"HSA-MIR-26A-5P","CCNE2"
"HSA-MIR-26A-5P","SERBP1"
"HSA-MIR-26A-5P","MTDH"
"HSA-MIR-26A-5P","DUSP4"
"HSA-MIR-27A-3P","HOXA10"
"HSA-MIR-27A-3P","SEMA6A"
"HSA-MIR-27A-3P","SLC6A8"
"HSA-MIR-27B-3P","NR5A2"
"HSA-MIR-27B-3P","CDH5"
"HSA-MIR-27B-3P","SEMA6A"
"HSA-MIR-296-5P","CASP8"
"HSA-MIR-29A-3P","DNMT3B"
"HSA-MIR-29A-3P","CD93"
"HSA-MIR-29A-3P","KLF4"
"HSA-MIR-29B-3P","DNMT3B"
"HSA-MIR-29B-3P","MMP15"
"HSA-MIR-29C-3P","DNMT3B"
"HSA-MIR-29C-3P","FZD4"
"HSA-MIR-29C-3P","MMP15"
"HSA-MIR-29C-3P","KLF4"
"HSA-MIR-29C-3P","TFAP2C"
"HSA-MIR-29C-5P","DNMT3B"
"HSA-MIR-301A-3P","NKRF"
"HSA-MIR-302A-3P","SDC1"
"HSA-MIR-302A-3P","CDK1"
"HSA-MIR-302C-3P","BMPR2"
"HSA-MIR-302C-3P","MTDH"
"HSA-MIR-302D-3P","KLF13"
"HSA-MIR-30A-3P","RUNX2"
"HSA-MIR-30A-5P","CCNE2"
"HSA-MIR-30A-5P","MTDH"
"HSA-MIR-30A-5P","BDNF"
"HSA-MIR-30A-5P","NT5E"
"HSA-MIR-30A-5P","RUNX2"
"HSA-MIR-30B-5P","CCNE2"
"HSA-MIR-30B-5P","RUNX2"
"HSA-MIR-30C-5P","PAK1"
"HSA-MIR-30C-5P","RUNX2"
"HSA-MIR-30D-5P","RUNX2"
"HSA-MIR-31-5P","HOXC13"
"HSA-MIR-31-5P","KLF13"
"HSA-MIR-31-5P","CDK1"
"HSA-MIR-31-5P","PRKCE"
"HSA-MIR-32-5P","KLF4"
"HSA-MIR-320A","MTDH"
"HSA-MIR-320A","HOXA10"
"HSA-MIR-320A","RUNX2"
"HSA-MIR-330-3P","EGR2"
"HSA-MIR-335-5P","BIRC5"
"HSA-MIR-335-5P","SOX17"
"HSA-MIR-335-5P","RUNX2"
"HSA-MIR-337-3P","CSNK2A1"
"HSA-MIR-337-5P","HOXB7"
"HSA-MIR-338-3P","PREX2"
"HSA-MIR-33A-5P","ADAM9"
"HSA-MIR-342-3P","MTDH"
"HSA-MIR-34A-5P","BIRC5"
"HSA-MIR-34A-5P","FUT8"
"HSA-MIR-34A-5P","CCNE2"
"HSA-MIR-34A-5P","IGF2BP3"
"HSA-MIR-34A-5P","MAP3K9"
"HSA-MIR-34A-5P","KLF4"
"HSA-MIR-34A-5P","CDKN2A"
"HSA-MIR-34A-5P","SYT1"
"HSA-MIR-34B-3P","PAK1"
"HSA-MIR-34B-5P","CCNE2"
"HSA-MIR-34C-5P","CCNE2"
"HSA-MIR-34C-5P","PABPC1"
"HSA-MIR-34C-5P","RUNX2"
"HSA-MIR-363-3P","S1PR1"
"HSA-MIR-367-3P","KLF4"
"HSA-MIR-369-5P","DNMT3B"
"HSA-MIR-369-5P","FABP4"
"HSA-MIR-372-3P","KLF13"
"HSA-MIR-373-3P","RAD23B"
"HSA-MIR-375","MTDH"
"HSA-MIR-375","KLF4"
"HSA-MIR-376A-3P","TTK"
"HSA-MIR-376A-3P","CASP8"
"HSA-MIR-376A-3P","KLF15"
"HSA-MIR-376A-5P","TTK"
"HSA-MIR-376C-3P","NR5A2"
"HSA-MIR-376C-3P","RUNX2"
"HSA-MIR-377-3P","PAK1"
"HSA-MIR-410-3P","CCNB1"
"HSA-MIR-422A","FOXE1"
"HSA-MIR-424-5P","KIF23"
"HSA-MIR-424-5P","TGFBR3"
"HSA-MIR-429","DLC1"
"HSA-MIR-433-3P","RUNX2"
"HSA-MIR-4437","SNCG"
"HSA-MIR-449A","MFAP4"
"HSA-MIR-449A","CCNE2"
"HSA-MIR-449B-5P","CCNE2"
"HSA-MIR-455-3P","EI24"
"HSA-MIR-455-3P","FUT8"
"HSA-MIR-455-5P","UBA7"
"HSA-MIR-4674","SNCG"
"HSA-MIR-4722-5P","SNCG"
"HSA-MIR-483-3P","EI24"
"HSA-MIR-483-3P","RASGRF1"
"HSA-MIR-483-3P","DLC1"
"HSA-MIR-486-5P","CIT"
"HSA-MIR-488-3P","SLC39A8"
"HSA-MIR-490-5P","BMPR2"
"HSA-MIR-491-5P","WNT3A"
"HSA-MIR-493-3P","FZD4"
"HSA-MIR-493-5P","GOLM1"
"HSA-MIR-494-3P","RAD23B"
"HSA-MIR-494-3P","BIRC5"
"HSA-MIR-494-3P","SDC1"
"HSA-MIR-494-3P","HOXA10"
"HSA-MIR-497-5P","KCNN4"
"HSA-MIR-497-5P","BIRC5"
"HSA-MIR-497-5P","RUNX2"
"HSA-MIR-503-5P","CCNE2"
"HSA-MIR-506-3P","DNMT3B"
"HSA-MIR-506-5P","MTDH"
"HSA-MIR-511-5P","FKBP5"
"HSA-MIR-520H","SMAD6"
"HSA-MIR-524-5P","TTK"
"HSA-MIR-539-5P","CARD11"
"HSA-MIR-539-5P","SPAG5"
"HSA-MIR-542-3P","BIRC5"
"HSA-MIR-542-3P","MTDH"
"HSA-MIR-542-3P","CTTN"
"HSA-MIR-544A","HOXA10"
"HSA-MIR-548B-3P","CCNB1"
"HSA-MIR-552-3P","BIRC5"
"HSA-MIR-592","DEK"
"HSA-MIR-608","FBXO32"
"HSA-MIR-613","BDNF"
"HSA-MIR-628-3P","RUNX2"
"HSA-MIR-630","MTDH"
"HSA-MIR-663A","EEF1A2"
"HSA-MIR-663A","CDK1"
"HSA-MIR-663B","EEF1A2"
"HSA-MIR-664A-3P","SOX7"
"HSA-MIR-664B-5P","CCNE2"
"HSA-MIR-675-5P","CDC6"
"HSA-MIR-7-5P","PAK1"
"HSA-MIR-7-5P","KLF4"
"HSA-MIR-708-5P","BIRC5"
"HSA-MIR-708-5P","CNTFR"
"HSA-MIR-744-5P","EEF1A2"
"HSA-MIR-760","CSNK2A1"
"HSA-MIR-886-3P","CDC6"
"HSA-MIR-9-5P","SOX7"
"HSA-MIR-9-5P","IGF2BP3"
"HSA-MIR-921","ANGPTL1"
"HSA-MIR-92A-3P","BMPR2"
"HSA-MIR-92A-3P","KLF4"
"HSA-MIR-935","SOX7"
"HSA-MIR-944","HECW2"
"HSA-MIR-96-5P","BDNF"
"HSA-MIR-98-5P","PAK1"
"HSA-MIR-99A-5P","FKBP5"
"HSA-LET-7A-5P","PAK1"
"HSA-LET-7A-5P","UHRF1"
"HSA-LET-7A-5P","EZH2"
"HSA-LET-7A-5P","E2F1"
"HSA-LET-7B-5P","CCNA2"
"HSA-LET-7B-5P","CDC25A"
"HSA-LET-7B-5P","EZH2"
"HSA-LET-7C-5P","CDC25A"
"HSA-LET-7C-5P","HSPA4"
"HSA-LET-7E-5P","PLK1"
"HSA-LET-7E-5P","EZH2"
"HSA-MIR-1-3P","ADAR"
"HSA-MIR-1-3P","TWF1"
"HSA-MIR-1-3P","SRF"
"HSA-MIR-1-3P","BDNF"
"HSA-MIR-1-3P","HSPA4"
"HSA-MIR-1-3P","HSPD1"
"HSA-MIR-1-5P","CAPRIN1"
"HSA-MIR-1-5P","BDNF"
"HSA-MIR-100-5P","BMPR2"
"HSA-MIR-100-5P","PLK1"
"HSA-MIR-101-3P","DNMT3A"
"HSA-MIR-101-3P","SRF"
"HSA-MIR-101-3P","ITGA3"
"HSA-MIR-101-3P","EZH2"
"HSA-MIR-101-5P","PRKDC"
"HSA-MIR-101-5P","EZH2"
"HSA-MIR-103A-3P","BNIP3"
"HSA-MIR-106A-5P","FASTK"
"HSA-MIR-106A-5P","E2F1"
"HSA-MIR-106B-5P","ATG16L1"
"HSA-MIR-106B-5P","E2F1"
"HSA-MIR-107","CHRM1"
"HSA-MIR-107","SH3GL2"
"HSA-MIR-10A-5P","BDNF"
"HSA-MIR-10B-3P","CCNA2"
"HSA-MIR-10B-3P","PLK1"
"HSA-MIR-10B-3P","BUB1"
"HSA-MIR-10B-5P","NR4A3"
"HSA-MIR-10B-5P","TFAP2C"
"HSA-MIR-10B-5P","HTATIP2"
"HSA-MIR-122-5P","ENTPD4"
"HSA-MIR-122-5P","SRF"
"HSA-MIR-122-5P","ALDOA"
"HSA-MIR-122-5P","PDK4"
"HSA-MIR-124-3P","UHRF1"
"HSA-MIR-124-3P","CTGF"
"HSA-MIR-124-3P","BDNF"
"HSA-MIR-124-3P","GRIA1"
"HSA-MIR-124-3P","EZH2"
"HSA-MIR-124-3P","RAB38"
"HSA-MIR-124-3P","XRCC6"
"HSA-MIR-125A-3P","BRCA1"
"HSA-MIR-125A-3P","EZH2"
"HSA-MIR-125A-5P","TAZ"
"HSA-MIR-125A-5P","LIFR"
"HSA-MIR-125B-5P","PIAS3"
"HSA-MIR-125B-5P","LIFR"
"HSA-MIR-126-3P","TWF1"
"HSA-MIR-126-3P","CCNE2"
"HSA-MIR-126-3P","EZH2"
"HSA-MIR-1260B","DKK2"
"HSA-MIR-1260B","SFRP1"
"HSA-MIR-127-3P","SFRP1"
"HSA-MIR-128-1-5P","WNT3A"
"HSA-MIR-128-3P","NEK2"
"HSA-MIR-128-3P","EPHB2"
"HSA-MIR-129-2-3P","SOX4"
"HSA-MIR-129-5P","SOX4"
"HSA-MIR-1292-5P","SOX4"
"HSA-MIR-130A-3P","HOXA10"
"HSA-MIR-130B-3P","CCNA2"
"HSA-MIR-132-3P","CCNA2"
"HSA-MIR-132-3P","CCNB1"
"HSA-MIR-132-3P","SOX4"
"HSA-MIR-132-3P","BDNF"
"HSA-MIR-133A-3P","CTGF"
"HSA-MIR-133A-3P","SOX4"
"HSA-MIR-133B","CTGF"
"HSA-MIR-134-5P","FOXM1"
"HSA-MIR-135A-5P","BMPR2"
"HSA-MIR-135A-5P","RBAK"
"HSA-MIR-135A-5P","HOXA10"
"HSA-MIR-135A-5P","SLC6A4"
"HSA-MIR-135A-5P","E2F1"
"HSA-MIR-135B-5P","BMPR2"
"HSA-MIR-137","CSE1L"
"HSA-MIR-137","EZH2"
"HSA-MIR-138-5P","H2AFX"
"HSA-MIR-138-5P","SOX4"
"HSA-MIR-138-5P","LCN2"
"HSA-MIR-138-5P","EZH2"
"HSA-MIR-139-5P","NR5A2"
"HSA-MIR-140-5P","SOX4"
"HSA-MIR-141-3P","CDC25C"
"HSA-MIR-141-3P","CDYL"
"HSA-MIR-141-3P","CDC25A"
"HSA-MIR-141-3P","TAZ"
"HSA-MIR-141-3P","HDGF"
"HSA-MIR-142-3P","EGR2"
"HSA-MIR-142-3P","HOXA10"
"HSA-MIR-142-3P","ABCG2"
"HSA-MIR-143-3P","CTGF"
"HSA-MIR-143-3P","DNMT3A"
"HSA-MIR-144-3P","ADAMTS1"
"HSA-MIR-144-3P","EZH2"
"HSA-MIR-144-3P","XIST"
"HSA-MIR-144-5P","CCNE2"
"HSA-MIR-145-5P","EPAS1"
"HSA-MIR-145-5P","BNIP3"
"HSA-MIR-145-5P","CTGF"
"HSA-MIR-145-5P","MAP2K6"
"HSA-MIR-145-5P","GOLM1"
"HSA-MIR-145-5P","TSPAN6"
"HSA-MIR-145-5P","NIPSNAP1"
"HSA-MIR-146A-5P","CCNA2"
"HSA-MIR-146A-5P","NOS1"
"HSA-MIR-146A-5P","BRCA1"
"HSA-MIR-146A-5P","UHRF1"
"HSA-MIR-146A-5P","PA2G4"
"HSA-MIR-146B-5P","UHRF1"
"HSA-MIR-149-3P","MYBL2"
"HSA-MIR-149-3P","E2F1"
"HSA-MIR-149-5P","FOXM1"
"HSA-MIR-150-5P","EGR2"
"HSA-MIR-150-5P","MUC4"
"HSA-MIR-152-3P","XIST"
"HSA-MIR-153-3P","BMPR2"
"HSA-MIR-155-5P","PHF14"
"HSA-MIR-155-5P","RBAK"
"HSA-MIR-155-5P","ACTR2"
"HSA-MIR-155-5P","EXOSC2"
"HSA-MIR-155-5P","PCDH9"
"HSA-MIR-15A-5P","BRCA1"
"HSA-MIR-15A-5P","CDC25A"
"HSA-MIR-15A-5P","WNT3A"
"HSA-MIR-15A-5P","BDNF"
"HSA-MIR-15B-5P","HNF1A"
"HSA-MIR-15B-5P","PEBP4"
"HSA-MIR-16-5P","BRCA1"
"HSA-MIR-16-5P","WNT3A"
"HSA-MIR-16-5P","CAPRIN1"
"HSA-MIR-16-5P","SLC6A4"
"HSA-MIR-16-5P","BDNF"
"HSA-MIR-16-5P","HDGF"
"HSA-MIR-17-3P","GALNT7"
"HSA-MIR-17-5P","ADAR"
"HSA-MIR-17-5P","BMPR2"
"HSA-MIR-17-5P","EPAS1"
"HSA-MIR-17-5P","UBE2C"
"HSA-MIR-17-5P","EGR2"
"HSA-MIR-17-5P","E2F1"
"HSA-MIR-181A-5P","ABCG2"
"HSA-MIR-181B-5P","E2F1"
"HSA-MIR-181C-5P","BMPR2"
"HSA-MIR-182-3P","MYADM"
"HSA-MIR-182-5P","NTM"
"HSA-MIR-182-5P","BDNF"
"HSA-MIR-182-5P","PDK4"
"HSA-MIR-182-5P","CHEK2"
"HSA-MIR-184","SOX7"
"HSA-MIR-185-5P","EPAS1"
"HSA-MIR-185-5P","EPHB2"
"HSA-MIR-185-5P","EZH2"
"HSA-MIR-18A-5P","PIAS3"
"HSA-MIR-18A-5P","CTGF"
"HSA-MIR-18A-5P","BCL2L10"
"HSA-MIR-18B-5P","CTGF"
"HSA-MIR-191-5P","BASP1"
"HSA-MIR-191-5P","SOX4"
"HSA-MIR-192-5P","ITGAV"
"HSA-MIR-192-5P","DTL"
"HSA-MIR-192-5P","HOXA10"
"HSA-MIR-193A-3P","TYMS"
"HSA-MIR-193A-3P","HYOU1"
"HSA-MIR-193A-3P","E2F1"
"HSA-MIR-193A-5P","NLN"
"HSA-MIR-193B-3P","SHMT2"
"HSA-MIR-194-5P","SOCS2"
"HSA-MIR-194-5P","FOXM1"
"HSA-MIR-194-5P","DNMT3A"
"HSA-MIR-195-5P","CDC25A"
"HSA-MIR-196A-5P","TYMS"
"HSA-MIR-196A-5P","HOXA10"
"HSA-MIR-196A-5P","HOXB7"
"HSA-MIR-196B-5P","HOXB7"
"HSA-MIR-199A-3P","ITGA3"
"HSA-MIR-199A-5P","PIAS3"
"HSA-MIR-199A-5P","ITGA3"
"HSA-MIR-199A-5P","EZH2"
"HSA-MIR-199A-5P","HSPA5"
"HSA-MIR-199B-3P","ITGA3"
"HSA-MIR-199B-5P","ITGA3"
"HSA-MIR-19A-3P","ADRB1"
"HSA-MIR-19A-3P","BMPR2"
"HSA-MIR-19B-3P","BMPR2"
"HSA-MIR-19B-3P","PITX1"
"HSA-MIR-19B-3P","PPP2R5E"
"HSA-MIR-200A-3P","DEK"
"HSA-MIR-200A-3P","CCNE2"
"HSA-MIR-200A-3P","SRF"
"HSA-MIR-200A-3P","EZH2"
"HSA-MIR-200B-3P","CCNE2"
"HSA-MIR-200B-3P","DNMT3A"
"HSA-MIR-200B-3P","EZH2"
"HSA-MIR-200C-3P","TUBB3"
"HSA-MIR-200C-3P","CCNE2"
"HSA-MIR-200C-3P","DNMT3A"
"HSA-MIR-200C-3P","NTRK2"
"HSA-MIR-200C-3P","DNAJC3"
"HSA-MIR-203A-3P","TYMS"
"HSA-MIR-203A-3P","E2F1"
"HSA-MIR-203A-3P","LIFR"
"HSA-MIR-204-5P","FOXM1"
"HSA-MIR-204-5P","HOXA10"
"HSA-MIR-204-5P","NTRK2"
"HSA-MIR-204-5P","SOX4"
"HSA-MIR-204-5P","BDNF"
"HSA-MIR-205-5P","CTGF"
"HSA-MIR-205-5P","E2F1"
"HSA-MIR-206","SFRP1"
"HSA-MIR-206","GPD2"
"HSA-MIR-206","TWF1"
"HSA-MIR-20A-3P","EGR2"
"HSA-MIR-20A-3P","NR4A3"
"HSA-MIR-20A-5P","BMPR2"
"HSA-MIR-20A-5P","ATG16L1"
"HSA-MIR-20A-5P","EPAS1"
"HSA-MIR-20A-5P","UBE2C"
"HSA-MIR-20A-5P","EGR2"
"HSA-MIR-20A-5P","E2F1"
"HSA-MIR-20B-5P","BRCA1"
"HSA-MIR-21-5P","BASP1"
"HSA-MIR-21-5P","TM9SF3"
"HSA-MIR-21-5P","BMPR2"
"HSA-MIR-21-5P","PIAS3"
"HSA-MIR-21-5P","CDC25A"
"HSA-MIR-21-5P","PTX3"
"HSA-MIR-21-5P","E2F1"
"HSA-MIR-210-3P","BNIP3"
"HSA-MIR-210-3P","PLK1"
"HSA-MIR-210-3P","BDNF"
"HSA-MIR-210-3P","XIST"
"HSA-MIR-211-5P","SSRP1"
"HSA-MIR-211-5P","SOX4"
"HSA-MIR-211-5P","MUC4"
"HSA-MIR-212-3P","CCNA2"
"HSA-MIR-212-3P","CCNB1"
"HSA-MIR-212-3P","SOX4"
"HSA-MIR-212-3P","ABCG2"
"HSA-MIR-214-3P","GALNT7"
"HSA-MIR-214-3P","ASF1B"
"HSA-MIR-214-3P","EZH2"
"HSA-MIR-214-3P","HDGF"
"HSA-MIR-216B-5P","FOXM1"
"HSA-MIR-217","EZH2"
"HSA-MIR-218-5P","DKK2"
